Date,GBP_USD,USD_GBP,Levered,Low_Vol,Random,Neutral
2010-01-02,-0.0027333174740696,0.0027333174740696,0.0062754975123622,0.0,0.0027333174740696,0
2010-01-03,-0.0017268908461546,0.0017268908461547,0.003967399846823,0.0,0.0,0
2010-01-04,-0.0057862737822244,0.0057862737822242,0.0132587205853951,0.0,0.0057862737822242,0
2010-01-05,0.0016869626808422,-0.0016869626808422,-0.003884277333198,0.0,0.0016869626808422,0
2010-01-06,-0.0054459887591407,0.0054459887591408,0.0124817219592447,0.0,0.0054459887591408,0
2010-01-07,0.0057331137041563,-0.0057331137041563,-0.0132356406958122,0.0,0.0057331137041563,0
2010-01-08,-8.737712597234428e-05,8.737712597224103e-05,0.0002009559769634,0.0,0.0,0
2010-01-09,0.0030038848705077,-0.0030038848705077,-0.0069224738913711,0.0,0.0030038848705077,0
2010-01-10,0.00279633551798,-0.0027963355179799,-0.0064433012046987,0.0027963355179799,-0.0,0
2010-01-11,0.0030484050472356,-0.0030484050472357,-0.0070252753300919,0.0030484050472357,-0.0030484050472357,0
2010-01-12,0.0071752946174824,-0.0071752946174822,-0.0165808165310559,0.0,0.0071752946174822,0
2010-01-13,0.0033725603921715,-0.0033725603921716,-0.007773962401228,-0.0033725603921716,0.0033725603921716,0
2010-01-14,-0.0043988475660899,0.0043988475660899,0.0100885731834268,0.0,0.0,0
2010-01-15,1.22970978849839e-05,-1.229709788500709e-05,-2.82835512106839e-05,0.0,-0.0,0
2010-01-16,-0.0002398206890658,0.0002398206890657,0.0005515016262136,0.0,0.0,0
2010-01-17,0.0050303151247193,-0.0050303151247192,-0.011607784247146,0.0,-0.0050303151247192,0
2010-01-18,0.0011619588261608,-0.0011619588261609,-0.0026745265906647,0.0,0.0011619588261609,0
2010-01-19,-0.0042753169008867,0.0042753169008867,0.0098060421715018,0.0,0.0,0
2010-01-20,-0.0058977608082477,0.0058977608082478,0.013513213602154,0.0,0.0058977608082478,0
2010-01-21,-0.00509458248386,0.0050945824838602,0.0116789729707477,0.0,0.0050945824838602,0
2010-01-22,-0.0005276537224239,0.0005276537224237,0.0012131875893617,0.0,0.0005276537224237,0
2010-01-23,-9.314427122890964e-05,9.314427122889704e-05,0.0002142188548723,-9.314427122889704e-05,-9.314427122889704e-05,0
2010-01-24,0.0086870775786375,-0.0086870775786375,-0.0200942887814114,0.0,-0.0086870775786375,0
2010-01-25,-0.0062247783344977,0.0062247783344978,0.0142594913058201,0.0,0.0062247783344978,0
2010-01-26,0.0016340479737963,-0.0016340479737963,-0.0037623100025877,0.0,0.0016340479737963,0
2010-01-27,-0.0019810077423356,0.0019810077423356,0.0045504647525833,0.0019810077423356,-0.0019810077423356,0
2010-01-28,-0.0093761776668594,0.0093761776668593,0.0214352399033556,0.0,0.0,0
2010-01-29,-3.753166734881208e-05,3.75316673489736e-05,8.632072910146261e-05,0.0,0.0,0
2010-01-30,-0.0025178359923409,0.0025178359923408,0.005781573773749,0.0,-0.0025178359923408,0
2010-01-31,0.000727190693914,-0.000727190693914,-0.0016733298519595,0.0,0.000727190693914,0
2010-02-01,0.0010271957209793,-0.0010271957209793,-0.0023641295261857,0.0,-0.0010271957209793,0
2010-02-02,-0.0050333044211724,0.0050333044211726,0.0115389528665607,0.0,0.0,0
2010-02-03,-0.0088094047381752,0.008809404738175,0.020146822955022,0.0,0.008809404738175,0
2010-02-04,-0.0072304131172872,0.0072304131172872,0.0165524649972025,0.0,0.0072304131172872,0
2010-02-05,0.0013800420036243,-0.0013800420036245,-0.0031769485834213,-0.0013800420036245,-0.0,0
2010-02-06,-0.0044664642068139,0.0044664642068137,0.0102432023857009,0.0,0.0,0
2010-02-07,-0.0004811100263114,0.0004811100263115,0.0011062072172202,0.0,0.0004811100263115,0
2010-02-08,0.0085738723446535,-0.0085738723446535,-0.0198309493889142,0.0,0.0085738723446535,0
2010-02-09,-0.0079452682739481,0.0079452682739483,0.0181806322394269,0.0,0.0,0
2010-02-10,0.0070542522021686,-0.0070542522021688,-0.016299810625767,0.0,-0.0,0
2010-02-11,-0.0003247818099791,0.0003247818099791,0.0007468405269664,0.0,-0.0003247818099791,0
2010-02-12,7.005990124414072e-05,-7.005990124421038e-05,-0.0001611451115213,0.0,7.005990124421038e-05,0
2010-02-13,-0.0011534283906924,0.0011534283906924,0.0026508991037543,0.0,0.0011534283906924,0
2010-02-14,-0.0015250763101029,0.001525076310103,0.0035042047066773,0.0,-0.001525076310103,0
2010-02-15,0.008444771598849,-0.0084447715988491,-0.0195306819056358,0.0,0.0084447715988491,0
2010-02-16,-0.0076149437085907,0.0076149437085907,0.0174284637421294,-0.0076149437085907,0.0076149437085907,0
2010-02-17,-0.009088932228183,0.009088932228183,0.0207823752144121,0.0,0.009088932228183,0
