A,0.4699297629499559
AAL,0.1143713857357036
AAP,-0.4105368968779565
AAPL,0.4611466068036609
ABBV,0.5443947620568508
ABC,0.1743189666197722
ABMD,0.6632055378061767
ABT,0.4858109867222078
ACN,0.3070093058994281
ADBE,0.7021855269548325
ADI,0.2259708069402369
ADM,-0.12201533406352685
ADP,0.14020237400272428
ADS,0.1093216630196936
ADSK,0.4164302121334953
AEE,0.12447579107891735
AEP,0.1685196950444725
AES,-0.06798623063683296
AFL,0.26120689655172424
AGN,-0.2210847102518927
AIG,-0.08773541570969234
AIV,-0.03828382838283828
AIZ,0.08593581735946597
AJG,0.2178598922247883
AKAM,-0.024595080983803246
ALB,0.485710966542751
ALGN,1.3113492146052224
ALK,-0.1715316127578046
ALL,0.4127091203453857
ALLE,0.24312500000000006
ALXN,-0.022558234572946367
AMAT,0.5841338704679266
AMCR,0.11006585136406401
AMD,-0.0934744268077602
AME,0.4911522633744856
AMG,0.4125946317962834
AMGN,0.1893851309759933
AMP,0.5275824770146025
AMT,0.3500189250567749
AMZN,0.5595636577006682
ANET,1.4344321587268785
ANSS,0.5957400800086496
ANTM,0.565069207762398
AON,0.20147045637944935
AOS,0.2941921858500527
APA,-0.3348038443359067
APD,0.14087053261020732
APH,0.30654761904761885
APTV,0.5027457927369352
ARE,0.1751102312606858
ARNC,0.4697950377562028
ATO,0.15832771409305454
ATVI,0.7535308778731653
AVB,0.00711261642675698
AVGO,0.4533008994738925
AVY,0.6357163201367133
AWK,0.2643725815367606
AXP,0.3405777537796977
AZO,-0.09929221691842127
BA,0.8943345323741008
BAC,0.33574660633484155
BAX,0.4578258908434821
BBT,0.05742237345810275
BBY,0.6046402624794938
BDX,0.2930232558139534
BEN,0.09474482061647294
BF-B,0.528658875904285
BHGE,-0.5130060027705095
BIIB,0.12338669863883213
BK,0.13676656817222455
BKNG,0.1853130158383696
BLK,0.3499500709518053
BLL,0.008526512123634422
BMY,0.04859685147159487
BR,0.3662141779788839
BRK-B,0.21622284942937786
BSX,0.14609338881183542
BWA,0.2953853955375254
BXP,0.033789155668627835
C,0.25206124852767964
CAG,-0.04753476611883678
CAH,-0.14867305821870214
CAT,0.6991589389691613
CB,0.1060399636693914
CBOE,0.6861550954120992
CBRE,0.3753572562718324
CBS,-0.07261867337315309
CCI,0.2793592255387809
CCL,0.2748751440645409
CDNS,0.6582077716098336
CDW,0.33403724323286604
CE,0.35991871983743984
CELG,-0.09840172786177104
CERN,0.4226303567658856
CF,0.35133418043202025
CFG,0.17822060061745693
CHD,0.13532473410273838
CHRW,0.2160797160797161
CHTR,0.16685190330647393
CI,0.5225279256316067
CINF,-0.010297029702970306
CL,0.15296454767726164
CLX,0.2392934510914848
CMA,0.27455586551167244
CMCSA,0.15986099044309274
CME,0.26614651061985284
CMG,-0.2339923672214567
